split,tid,fid,text,tokens
clotho_development,a3WVOYjqnAE=,W0kQwnbVclE=,"Chiming of bells, whistles and horns at a performance.","['chiming', 'of', 'bells', 'whistles', 'and', 'horns', 'at', 'a', 'performance']"
clotho_development,9tjvX55YG4c=,W0kQwnbVclE=,Fair kind music is being played at the circus grounds.,"['fair', 'kind', 'music', 'is', 'being', 'played', 'at', 'the', 'circus', 'grounds']"
clotho_development,YNRK0GUlnBc=,W0kQwnbVclE=,Polka or fair kind of music is being played.,"['polka', 'or', 'fair', 'kind', 'of', 'music', 'is', 'being', 'played']"
clotho_development,vtk3fj04FyY=,tv1rzySftfE=,A paper printer is printing off multiple pages.,"['a', 'paper', 'printer', 'is', 'printing', 'off', 'multiple', 'pages']"
clotho_development,0rBZolU_Kyc=,tv1rzySftfE=,A printer printing off multiple pages of paper,"['a', 'printer', 'printing', 'off', 'multiple', 'pages', 'of', 'paper']"
clotho_development,dEL0VmDuARE=,tv1rzySftfE=,A small printing device performing duties and printing pages of text.,"['a', 'small', 'printing', 'device', 'performing', 'duties', 'and', 'printing', 'pages', 'of', 'text']"
clotho_development,ADbZVJ9J81s=,tv1rzySftfE=,A tiny printer performs its duties and prints the words.,"['a', 'tiny', 'printer', 'performs', 'its', 'duties', 'and', 'prints', 'the', 'words']"
clotho_development,WRT9Rs7nUp0=,tv1rzySftfE=,An automatic cutter feeds paper and cuts it.,"['an', 'automatic', 'cutter', 'feeds', 'paper', 'and', 'cuts', 'it']"
clotho_development,KZ4lB8sVkcY=,FoDMRX_i4ss=,"A buzzer warns of departure, a air brake is released, while a roller coaster ride takes off.","['a', 'buzzer', 'warns', 'of', 'departure', 'a', 'air', 'brake', 'is', 'released', 'while', 'a', 'roller', 'coaster', 'ride', 'takes', 'off']"
clotho_development,-7ycqmcILm8=,FoDMRX_i4ss=,"A horn beeps for an amusement park ride, air brakes release and the ride takes off.","['a', 'horn', 'beeps', 'for', 'an', 'amusement', 'park', 'ride', 'air', 'brakes', 'release', 'and', 'the', 'ride', 'takes', 'off']"
clotho_development,jvwVybc0WW4=,FoDMRX_i4ss=,"A warning button sounds, then a vehicle goes at a high speed.","['a', 'warning', 'button', 'sounds', 'then', 'a', 'vehicle', 'goes', 'at', 'a', 'high', 'speed']"
clotho_development,eiQR8MS5K7A=,FoDMRX_i4ss=,"After a horn beeps for an amusement park ride, the air brakes release and the ride begins.","['after', 'a', 'horn', 'beeps', 'for', 'an', 'amusement', 'park', 'ride', 'the', 'air', 'brakes', 'release', 'and', 'the', 'ride', 'begins']"
clotho_development,qC9tKnlKYm0=,FoDMRX_i4ss=,"First comes a beeping sound, then a door closing, then the train starts to speed up.","['first', 'comes', 'a', 'beeping', 'sound', 'then', 'a', 'door', 'closing', 'then', 'the', 'train', 'starts', 'to', 'speed', 'up']"
clotho_development,J3icKeYkdtA=,dIAq6I27tlc=,A very robotic synth modulates and reverberates within itself,"['a', 'very', 'robotic', 'synth', 'modulates', 'and', 'reverberates', 'within', 'itself']"
clotho_development,igQBnaomdrQ=,dIAq6I27tlc=,An interesting instrument whose sound is going up and down.,"['an', 'interesting', 'instrument', 'whose', 'sound', 'is', 'going', 'up', 'and', 'down']"
clotho_development,jxcpk2U-MAc=,dIAq6I27tlc=,The synth is reverberated at an rhythmic meter,"['the', 'synth', 'is', 'reverberated', 'at', 'an', 'rhythmic', 'meter']"
clotho_development,8EQuwiIAdgw=,dIAq6I27tlc=,it is like a iron rod cutting sound and it is a workshop,"['it', 'is', 'like', 'a', 'iron', 'rod', 'cutting', 'sound', 'and', 'it', 'is', 'a', 'workshop']"
clotho_development,vrT3nhMY2T4=,dIAq6I27tlc=,it is like an iron rod cutting sound and it is a workshop,"['it', 'is', 'like', 'an', 'iron', 'rod', 'cutting', 'sound', 'and', 'it', 'is', 'a', 'workshop']"
clotho_development,9A-A-l8e0XQ=,c4XZCDpy7IA=,A serene bit of nightfall is met by crickets chirping,"['a', 'serene', 'bit', 'of', 'nightfall', 'is', 'met', 'by', 'crickets', 'chirping']"
clotho_development,7luysHDrkhI=,c4XZCDpy7IA=,Crickets chirp in the background as a soft wind blows.,"['crickets', 'chirp', 'in', 'the', 'background', 'as', 'a', 'soft', 'wind', 'blows']"
clotho_development,MqlKlEhihiI=,c4XZCDpy7IA=,Crickets chirping outdoors at night with a gentle breeze blowing.,"['crickets', 'chirping', 'outdoors', 'at', 'night', 'with', 'a', 'gentle', 'breeze', 'blowing']"
clotho_development,ZwaMOAUKbw0=,c4XZCDpy7IA=,"In the calmness of nightfall, crickets are chirping.","['in', 'the', 'calmness', 'of', 'nightfall', 'crickets', 'are', 'chirping']"
clotho_development,zLpw-RRhw5E=,c4XZCDpy7IA=,"While the wind softly blows, crickets chirp in the background.","['while', 'the', 'wind', 'softly', 'blows', 'crickets', 'chirp', 'in', 'the', 'background']"
clotho_development,oMkCw7wD-Pw=,0L84ZywK224=,A skateboarder is coasting on his board on a back and forth ramp as voices talk in the background.,"['a', 'skateboarder', 'is', 'coasting', 'on', 'his', 'board', 'on', 'a', 'back', 'and', 'forth', 'ramp', 'as', 'voices', 'talk', 'in', 'the', 'background']"
clotho_development,wU7kD__iXhA=,0L84ZywK224=,A skateboarder rides his board up and down a ramp as people speak in the background.,"['a', 'skateboarder', 'rides', 'his', 'board', 'up', 'and', 'down', 'a', 'ramp', 'as', 'people', 'speak', 'in', 'the', 'background']"
clotho_development,aZCe4aO7-Wo=,0L84ZywK224=,People skateboard with some children who are faintly speaking.,"['people', 'skateboard', 'with', 'some', 'children', 'who', 'are', 'faintly', 'speaking']"
clotho_development,T5HnaMVPTUM=,0L84ZywK224=,Boards with small wheels are being ridden while children are quietly speaking.,"['boards', 'with', 'small', 'wheels', 'are', 'being', 'ridden', 'while', 'children', 'are', 'quietly', 'speaking']"
clotho_development,-WyUrTTGKco=,0L84ZywK224=,People skateboard around at the park while chatting and laughing.,"['people', 'skateboard', 'around', 'at', 'the', 'park', 'while', 'chatting', 'and', 'laughing']"
clotho_development,4kxQfMZxGv8=,v2ea-Uk9nss=,A group of people is standing on the street near a busy freeway.,"['a', 'group', 'of', 'people', 'is', 'standing', 'on', 'the', 'street', 'near', 'a', 'busy', 'freeway']"
clotho_development,jv1Bck-oJQc=,v2ea-Uk9nss=,A group of people standing on the street near a busy freeway.,"['a', 'group', 'of', 'people', 'standing', 'on', 'the', 'street', 'near', 'a', 'busy', 'freeway']"
clotho_development,4J-9pjzSx1s=,v2ea-Uk9nss=,A detector device is operating and detecting nothing and then it registers some activity.,"['a', 'detector', 'device', 'is', 'operating', 'and', 'detecting', 'nothing', 'and', 'then', 'it', 'registers', 'some', 'activity']"
clotho_development,T-jbEeKsP6k=,v2ea-Uk9nss=,An electric machine is operating and detecting nothing and then it suddenly detects some activity.,"['an', 'electric', 'machine', 'is', 'operating', 'and', 'detecting', 'nothing', 'and', 'then', 'it', 'suddenly', 'detects', 'some', 'activity']"
clotho_development,JZaY-MvBf9U=,v2ea-Uk9nss=,Unidentified squeaking occurs several times while men talk in the background.,"['unidentified', 'squeaking', 'occurs', 'several', 'times', 'while', 'men', 'talk', 'in', 'the', 'background']"
clotho_development,p_cv6wU9Sno=,zP1MmbOV70A=,"A sweeping swaying sound rising upward repeatedly, then going downward repeatedly.","['a', 'sweeping', 'swaying', 'sound', 'rising', 'upward', 'repeatedly', 'then', 'going', 'downward', 'repeatedly']"
clotho_development,pjPmlAcNfAY=,zP1MmbOV70A=,A sweeping swishing sound becomes louder and fades repeatedly.,"['a', 'sweeping', 'swishing', 'sound', 'becomes', 'louder', 'and', 'fades', 'repeatedly']"
clotho_development,nzCFCUJwVC0=,zP1MmbOV70A=,Heavily distorted siren sounds make them sound like spacecraft.,"['heavily', 'distorted', 'siren', 'sounds', 'make', 'them', 'sound', 'like', 'spacecraft']"
clotho_development,eGVbagNG0Co=,zP1MmbOV70A=,They sound like a spacecraft when their siren sounds are highly distorted.,"['they', 'sound', 'like', 'a', 'spacecraft', 'when', 'their', 'siren', 'sounds', 'are', 'highly', 'distorted']"
clotho_development,7VOytSFl3d0=,zP1MmbOV70A=,fancy alarm or alert system that is constantly going off,"['fancy', 'alarm', 'or', 'alert', 'system', 'that', 'is', 'constantly', 'going', 'off']"
clotho_development,qlUCuuHpub0=,dpfkwfM8e9Q=,A radio cycling through stations as it is being repaired.,"['a', 'radio', 'cycling', 'through', 'stations', 'as', 'it', 'is', 'being', 'repaired']"
clotho_development,XRrThlM_DeY=,dpfkwfM8e9Q=,A radio that is trying to be tuned and fixed.,"['a', 'radio', 'that', 'is', 'trying', 'to', 'be', 'tuned', 'and', 'fixed']"
clotho_development,wo-KoYer9ZQ=,dpfkwfM8e9Q=,A series of bleeps and bloops fire off randomly.,"['a', 'series', 'of', 'bleeps', 'and', 'bloops', 'fire', 'off', 'randomly']"
clotho_development,pA3Lxu4zhWQ=,dpfkwfM8e9Q=,The computer is beeping as a voice recording drags .,"['the', 'computer', 'is', 'beeping', 'as', 'a', 'voice', 'recording', 'drags']"
clotho_development,z7AVEnNXy0Q=,dpfkwfM8e9Q=,Various computer noises go off as a voice call breaks up,"['various', 'computer', 'noises', 'go', 'off', 'as', 'a', 'voice', 'call', 'breaks', 'up']"
clotho_development,-OCTREAlj8k=,gKHuzOVxBtI=,Air is being forced through a small opening and almost making whistling noises.,"['air', 'is', 'being', 'forced', 'through', 'a', 'small', 'opening', 'and', 'almost', 'making', 'whistling', 'noises']"
clotho_development,GQtChm09_i4=,gKHuzOVxBtI=,The wind howled violently and shrilly then began to taper off.,"['the', 'wind', 'howled', 'violently', 'and', 'shrilly', 'then', 'began', 'to', 'taper', 'off']"
clotho_development,LfG5zKlyC2o=,gKHuzOVxBtI=,The wind is blowing through the corn field very loudly.,"['the', 'wind', 'is', 'blowing', 'through', 'the', 'corn', 'field', 'very', 'loudly']"
clotho_development,Xqfihtow08E=,gKHuzOVxBtI=,The wind is heard whistling outside from inside.,"['the', 'wind', 'is', 'heard', 'whistling', 'outside', 'from', 'inside']"
clotho_development,XMnpaGoEVqQ=,gKHuzOVxBtI=,Wind howls violently and shrilly then begins to taper off.,"['wind', 'howls', 'violently', 'and', 'shrilly', 'then', 'begins', 'to', 'taper', 'off']"
clotho_development,rZvKVVw-lI8=,P8VjqyGY7wo=,"A cold, icy drink is stirred and then sipped through a straw until it is gone.","['a', 'cold', 'icy', 'drink', 'is', 'stirred', 'and', 'then', 'sipped', 'through', 'a', 'straw', 'until', 'it', 'is', 'gone']"
clotho_development,lS9aVmNkdbc=,P8VjqyGY7wo=,A person is pouring a drink and then taking a sip.,"['a', 'person', 'is', 'pouring', 'a', 'drink', 'and', 'then', 'taking', 'a', 'sip']"
clotho_development,o4N2URgpD-U=,P8VjqyGY7wo=,A stone object rubs and hits against another object,"['a', 'stone', 'object', 'rubs', 'and', 'hits', 'against', 'another', 'object']"
clotho_development,XKMJmL3ctcs=,P8VjqyGY7wo=,A straw is moving and audible as it whirls around the bottom of the drain.,"['a', 'straw', 'is', 'moving', 'and', 'audible', 'as', 'it', 'whirls', 'around', 'the', 'bottom', 'of', 'the', 'drain']"
clotho_development,DRNXRZMJdok=,P8VjqyGY7wo=,Someone is stirring a drink with ice cubes in it and starts drinking with a straw until empty.,"['someone', 'is', 'stirring', 'a', 'drink', 'with', 'ice', 'cubes', 'in', 'it', 'and', 'starts', 'drinking', 'with', 'a', 'straw', 'until', 'empty']"
clotho_development,6g6tjRYiJE8=,FMJObnwWhi8=,"A built up sound comprised of whining, chirping and other sounds that slowly dies off.","['a', 'built', 'up', 'sound', 'comprised', 'of', 'whining', 'chirping', 'and', 'other', 'sounds', 'that', 'slowly', 'dies', 'off']"
clotho_development,EHJW9oVRbMA=,FMJObnwWhi8=,"A built up sound comprised of whirring, chirping and other sounds that slowly dies off.","['a', 'built', 'up', 'sound', 'comprised', 'of', 'whirring', 'chirping', 'and', 'other', 'sounds', 'that', 'slowly', 'dies', 'off']"
clotho_development,Ofb_dMC42VA=,FMJObnwWhi8=,A noisy vacuum cleaner is used in a confined space.,"['a', 'noisy', 'vacuum', 'cleaner', 'is', 'used', 'in', 'a', 'confined', 'space']"
clotho_development,2OIkGs3kmko=,FMJObnwWhi8=,A vacuum cleaner with noisy bearings being used in a confined space.,"['a', 'vacuum', 'cleaner', 'with', 'noisy', 'bearings', 'being', 'used', 'in', 'a', 'confined', 'space']"
clotho_development,DE_MYqjj4Mk=,FMJObnwWhi8=,Cranking noises turn to a low screeching that rises in volume until it is extremely loud.,"['cranking', 'noises', 'turn', 'to', 'a', 'low', 'screeching', 'that', 'rises', 'in', 'volume', 'until', 'it', 'is', 'extremely', 'loud']"
clotho_development,vq2XJl7sR1U=,59p0uZl40_E=,"A person gurgling, while trying to ape speech patterns, with some soft, occasional metal clanking in the background.","['a', 'person', 'gurgling', 'while', 'trying', 'to', 'ape', 'speech', 'patterns', 'with', 'some', 'soft', 'occasional', 'metal', 'clanking', 'in', 'the', 'background']"
clotho_development,DXJjJq_f7K8=,59p0uZl40_E=,"A person gurgling, while trying to mimic speech patterns, with some soft, intermittent metal clanging in the background.","['a', 'person', 'gurgling', 'while', 'trying', 'to', 'mimic', 'speech', 'patterns', 'with', 'some', 'soft', 'intermittent', 'metal', 'clanging', 'in', 'the', 'background']"
clotho_development,u59FihEmoy0=,59p0uZl40_E=,A person is making weird noises with his or her mouth.,"['a', 'person', 'is', 'making', 'weird', 'noises', 'with', 'his', 'or', 'her', 'mouth']"
clotho_development,SeROcR6k5Ss=,59p0uZl40_E=,A person is speaking and is hard to understand.,"['a', 'person', 'is', 'speaking', 'and', 'is', 'hard', 'to', 'understand']"
clotho_development,MUWKdDHpYeM=,59p0uZl40_E=,A person who has a hole in their neck is talking and they are hard to understand.,"['a', 'person', 'who', 'has', 'a', 'hole', 'in', 'their', 'neck', 'is', 'talking', 'and', 'they', 'are', 'hard', 'to', 'understand']"
clotho_development,KUtWXpFG9ZE=,IInOyHhW3Ys=,A person is making noise by tapping their fingernails on a solid surface.,"['a', 'person', 'is', 'making', 'noise', 'by', 'tapping', 'their', 'fingernails', 'on', 'a', 'solid', 'surface']"
clotho_development,-eWv9nP4a4Y=,IInOyHhW3Ys=,Metal prongs rapping insistently against the concrete ground.,"['metal', 'prongs', 'rapping', 'insistently', 'against', 'the', 'concrete', 'ground']"
clotho_development,PUPNGxKokVg=,IInOyHhW3Ys=,Tapping two metal sticks together a few times a second.,"['tapping', 'two', 'metal', 'sticks', 'together', 'a', 'few', 'times', 'a', 'second']"
clotho_development,_wg5ryr9UhQ=,IInOyHhW3Ys=,Two metal objects tapping into each other a number of times.,"['two', 'metal', 'objects', 'tapping', 'into', 'each', 'other', 'a', 'number', 'of', 'times']"
clotho_development,ufTtTBTGF2I=,IInOyHhW3Ys=,Water is dripping from the faucet into the sink.,"['water', 'is', 'dripping', 'from', 'the', 'faucet', 'into', 'the', 'sink']"
clotho_development,P9kWvFen6V4=,Iu_NduJ8zjM=,A person crunches through dried leaves on the ground.,"['a', 'person', 'crunches', 'through', 'dried', 'leaves', 'on', 'the', 'ground']"
clotho_development,vEdkWvqK_58=,Iu_NduJ8zjM=,Aluminum candy papers are balled up in a hand.,"['aluminum', 'candy', 'papers', 'are', 'balled', 'up', 'in', 'a', 'hand']"
clotho_development,1rbgeEiPMsY=,Iu_NduJ8zjM=,Somebody balling up aluminum candy papers in their hand.,"['somebody', 'balling', 'up', 'aluminum', 'candy', 'papers', 'in', 'their', 'hand']"
clotho_development,OAzvX0bWPB0=,Iu_NduJ8zjM=,The chain of a necklace rattles inside a plastic cup.,"['the', 'chain', 'of', 'a', 'necklace', 'rattles', 'inside', 'a', 'plastic', 'cup']"
clotho_development,uFIx65dexL4=,Iu_NduJ8zjM=,a person is stepping on the ground full of dried leaves,"['a', 'person', 'is', 'stepping', 'on', 'the', 'ground', 'full', 'of', 'dried', 'leaves']"
clotho_development,OQGLAJGMcak=,ORpUdPIhGl4=,A person slowly clears high growth vegetation outdoors,"['a', 'person', 'slowly', 'clears', 'high', 'growth', 'vegetation', 'outdoors']"
clotho_development,ExmbWeGZKQ8=,ORpUdPIhGl4=,It takes more force to weed and trim as time goes on.,"['it', 'takes', 'more', 'force', 'to', 'weed', 'and', 'trim', 'as', 'time', 'goes', 'on']"
clotho_development,FsuHN67IT_0=,ORpUdPIhGl4=,Rocks are being thrown down on the ground.,"['rocks', 'are', 'being', 'thrown', 'down', 'on', 'the', 'ground']"
clotho_development,bMP8wS8Zr14=,ORpUdPIhGl4=,Sand is being shoveled and dumped on the ground.,"['sand', 'is', 'being', 'shoveled', 'and', 'dumped', 'on', 'the', 'ground']"
clotho_development,C3xNhrxcPmI=,ORpUdPIhGl4=,The sand that is being shoveled is being dumped on the nearby ground.,"['the', 'sand', 'that', 'is', 'being', 'shoveled', 'is', 'being', 'dumped', 'on', 'the', 'nearby', 'ground']"
clotho_development,TvpUYadEB8Y=,hHSGtiHvmlI=,A clap of thunder coupled with the running water.,"['a', 'clap', 'of', 'thunder', 'coupled', 'with', 'the', 'running', 'water']"
clotho_development,ok4eCDiSf_Y=,hHSGtiHvmlI=,The plants in the forest are being blown and thrashed by the winds.,"['the', 'plants', 'in', 'the', 'forest', 'are', 'being', 'blown', 'and', 'thrashed', 'by', 'the', 'winds']"
clotho_development,AIxkLBoCy0E=,hHSGtiHvmlI=,The thunder begins to roar as the rain is drizzling.,"['the', 'thunder', 'begins', 'to', 'roar', 'as', 'the', 'rain', 'is', 'drizzling']"
clotho_development,ZCJc6UL9FM8=,hHSGtiHvmlI=,The thunder begins to roar while rain is drizzling.,"['the', 'thunder', 'begins', 'to', 'roar', 'while', 'rain', 'is', 'drizzling']"
clotho_development,_KdpYMOVE_4=,hHSGtiHvmlI=,Water is running and a roar of thunder happens at the same time.,"['water', 'is', 'running', 'and', 'a', 'roar', 'of', 'thunder', 'happens', 'at', 'the', 'same', 'time']"
clotho_development,W10fbVPsJpo=,fyVzYWJCoMU=,A person trying to use a lighter multiple times to light a cigarette and then inhaling and coughing.,"['a', 'person', 'trying', 'to', 'use', 'a', 'lighter', 'multiple', 'times', 'to', 'light', 'a', 'cigarette', 'and', 'then', 'inhaling', 'and', 'coughing']"
clotho_development,GpSgarBlKr0=,fyVzYWJCoMU=,After the lighter clicks and lights the cigarette the man coughs.,"['after', 'the', 'lighter', 'clicks', 'and', 'lights', 'the', 'cigarette', 'the', 'man', 'coughs']"
clotho_development,XgcvrVllqx4=,fyVzYWJCoMU=,"Someone starts a lighter, lights a cigarette, takes a breath from the cigarette, and then coughs.","['someone', 'starts', 'a', 'lighter', 'lights', 'a', 'cigarette', 'takes', 'a', 'breath', 'from', 'the', 'cigarette', 'and', 'then', 'coughs']"
clotho_development,mDpEGqPxsOI=,fyVzYWJCoMU=,"Striking the lighter, she lit the cigarette, pulled and began to cough.","['striking', 'the', 'lighter', 'she', 'lit', 'the', 'cigarette', 'pulled', 'and', 'began', 'to', 'cough']"
clotho_development,OIE6KnGgqec=,fyVzYWJCoMU=,The person tried a few times to light the cigarette with a lighter and he inhales and coughs.,"['the', 'person', 'tried', 'a', 'few', 'times', 'to', 'light', 'the', 'cigarette', 'with', 'a', 'lighter', 'and', 'he', 'inhales', 'and', 'coughs']"
clotho_development,9eDUiT12KZo=,zAK3PPNVpyY=,A female voice communicates over a static walkie-talkie.,"['a', 'female', 'voice', 'communicates', 'over', 'a', 'static', 'walkie-talkie']"
